Course Name,Company Offering,Skills Gained,Ratings,Number of Ratings
Positive Psychiatry and Mental Health,The University of Sydney,Resilience,4.8,5000
Software Architecture for Big Data,University of Colorado Boulder,"Big Data, Software Engineering",3.2,52
Contabilidad para no contadores,Universidad Nacional AutÃ³noma de MÃ©xico,"Accounting, Finance, Financial Accounting, General Accounting, Accounts Payable and Receivable, Business Analysis, Financial Analysis, Operational Analysis, Planning, Account Management",4.8,8000
Biostatistics in Public Health,Johns Hopkins University,"Biostatistics, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, Data Analysis, Regression, Basic Descriptive Statistics, Critical Thinking, Estimation, Probability Distribution, Data Visualization, Problem Solving",4.8,2000
Excel/VBA for Creative Problem Solving,University of Colorado Boulder,"Spreadsheet Software, Computer Programming, Problem Solving, Microsoft Excel, Programming Principles, Data Analysis, Critical Thinking, Algorithms, Computer Programming Tools, Computational Logic, Computational Thinking, Extract, Transform, Load",4.8,6000
Artificial Intelligence (AI) Education for Teachers,Macquarie University,"Computational Thinking, Critical Thinking, Machine Learning",4.7,408
Introduction to Software Engineering,IBM,"Software Engineering, Computer Programming, Software Engineering Tools, Application Development, Programming Principles, Software Architecture, Agile Software Development, Communication, Software-Defined Networking, User Experience Design, Python Programming",4.7,809
Innovative Teaching with ChatGPT,Vanderbilt University,,4.7,130
Everyday Excel,University of Colorado Boulder,"Microsoft Excel, Data Analysis, Spreadsheet Software, Business Analysis, Data Analysis Software, Data Management, Critical Thinking, Problem Solving, Mathematics, Data Visualization, Computer Programming Tools, Finance, Market Analysis, Regression",4.7,6000
Data Visualization with Python,IBM,"Python Programming, Computer Programming, Data Analysis, Data Visualization",4.5,11000
Photography Basics and Beyond: From Smartphone to DSLR,Michigan State University,"Creativity, Leadership and Management, Social Media, Operations Management, Writing",4.7,3000
SAP Professional Fundamentals,SAP,"Leadership and Management, Strategy, Strategy and Operations, Business Process Management, Planning, Project Management, Business Transformation, Cloud-Based Integration, Product Management, Supply Chain and Logistics",4.7,488
Learning How to Learn: Powerful mental tools to help you master tough subjects,Deep Teaching Solutions,"Business Psychology, Entrepreneurship, Human Learning, Leadership and Management",4.8,89000
Forensic Accounting and Fraud Examination,West Virginia University,"Accounting, Audit, Critical Thinking, Financial Accounting, Risk Management, Regulations and Compliance, Data Analysis, Finance, Problem Solving, System Security",4.7,5000
Machine Learning Foundations for Product Managers,Duke University,"Machine Learning, Machine Learning Algorithms, Probability & Statistics, Regression, Applied Machine Learning, Data Analysis, Data Mining, Deep Learning, Algorithms, Data Science",4.6,345
Advanced Digital Transformation,IIMA - IIM Ahmedabad,,4.5,20
Climate Change and Sustainable Investing,EDHEC Business School,"Finance, Investment Management, Risk Management, Leadership and Management, Financial Analysis, Banking, Financial Accounting",4.7,301
Getting Started with Power BI Desktop,Coursera Project Network,"Business Intelligence, Data Analysis, Data Visualization, Interactive Data Visualization, Power BI",4.7,6000
Bioinformatics,University of California San Diego,"Bioinformatics, Algorithms, Computer Programming, Probability & Statistics, Computational Thinking, Computational Logic, Python Programming, Theoretical Computer Science, Critical Thinking, Graph Theory, Problem Solving",4.3,2000
"Songwriting: Writing, Arranging, and Producing Music",Berklee,Writing,4.8,2000
The Path to Insights: Data Models and Pipelines,Google,"Data Management, Data Model, Extract, Transform, Load",4.7,364
Microsoft Azure Data Fundamentals DP-900 Exam Prep,Microsoft,"Data Management, Databases, Microsoft Azure, Cloud Computing, SQL, Big Data, Data Analysis, Database Application, Data Architecture, Data Warehousing, Data Structures, Data Visualization, Extract, Transform, Load, Leadership and Management, NoSQL, Data Analysis Software, Data Visualization Software, Database Administration, Cloud Infrastructure, Cloud Management, Database Theory, PostgreSQL",4.7,624
Coding for Everyone: C and C++,"University of California, Santa Cruz","C Programming Language Family, Computer Programming, Programming Principles, Algorithms, Data Structures, C++ Programming, Computational Logic, Computer Programming Tools, Computational Thinking, Critical Thinking, Mathematics, Problem Solving, Graph Theory, Software Engineering",4.5,9000
Databases for Data Scientists,University of Colorado Boulder,"Databases, Data Management, SQL, Database Design, Database Administration, Data Model, Database Theory, PostgreSQL, Critical Thinking, Database Application, Problem Solving, Data Analysis, Data Structures, Big Data, NoSQL, Conflict Management, Data Science, Data Warehousing",4.7,730
Software Design and Architecture,University of Alberta,"Software Architecture, Software Engineering, Systems Design, Programming Principles, Computer Programming, System Software, Application Development, Computer Architecture, Design and Product, Java Programming, Product Design, Software Engineering Tools, Problem Solving, Computational Thinking, Project Management, System Programming",4.6,7000
"Make the Sale: Build, Launch, and Manage E-commerce Stores",Google,"E-Commerce, Sales, Advertising, Digital Marketing, Marketing, Marketing Management, Media Strategy & Planning, Strategy",4.8,1000
Reporting extra-financier et stratÃ©gie RSE,ESSEC Business School,"Strategy, Audit, Strategy and Operations, Change Management, Communication, Finance, Leadership and Management, Regulations and Compliance",4.7,379
AWS Cloud Practitioner Essentials,Amazon Web Services,"Amazon Web Services, Cloud Computing",4.8,6000
Real-World Product Management,Advancing Women in Tech,"Leadership and Management, Product Strategy, Product Management, Strategy, Marketing, Strategy and Operations, Design and Product, Product Marketing, Business Process Management, Customer Success",4.5,838
Design a User Experience for Social Good & Prepare for Jobs,Google,"User Experience, User Research, Web Design",4.8,3000
Certified Business Analysis Professionalâ¢ (CBAPÂ®),Starweaver,"Adaptability, Business Analysis, Collaboration, Communication, Planning, Strategy",4.9,28
Cybersecurity Operations Fundamentals,Cisco Learning and Certifications,"Network Security, Operations Management",4.8,221
Cancer Biology,Johns Hopkins University,,4.8,1000
Cybersecurity Attack and Defense Fundamentals,EC-Council,"Network Security, Security Engineering, System Security, Computer Networking, Computer Security Incident Management, Software Security, Computer Security Models, Mobile Security, Cyberattacks, Security Software, Internet Of Things, Network Architecture, Cloud Computing, Kubernetes, Regulations and Compliance",4.6,355
Introduction to AI in the Data Center,NVIDIA,"Deep Learning, Machine Learning",4.7,56
Futures Thinking,Institute for the Future,"Adaptability, Creativity, Forecasting, Critical Thinking, Innovation, Human Learning, Decision Making, Strategy, Problem Solving, Collaboration, Communication, People Analysis, Planning, People Development, Research and Design, Scientific Visualization, Strategy and Operations, Business Transformation, Storytelling, Game Theory, Design and Product, Leadership Development",4.8,6000
Neuroscience and Neuroimaging,Johns Hopkins University,"Statistical Programming, R Programming, Probability & Statistics, Data Management, Data Structures, Data Analysis, Statistical Analysis, Data Visualization, Visualization (Computer Graphics), General Statistics, Research and Design, Experiment, Correlation And Dependence, Mathematical Theory & Analysis, Process Analysis, Spatial Analysis, Spatial Data Analysis, Bioinformatics, Extract, Transform, Load, Computer Programming",4.6,1000
Become an EMT,University of Colorado System,"Leadership and Management, Communication",4.8,3000
International Business Essentials,University of London,"Mathematical Theory & Analysis, Leadership and Management, Linear Algebra, Probability & Statistics, Statistical Analysis, Algebra, Basic Descriptive Statistics, General Statistics, Mathematics, Strategy, Critical Thinking, Decision Making, Problem Solving, Statistical Tests, Business Process Management, Calculus, Data Analysis, Strategy and Operations, Business Analysis, Business Development, Organizational Development, Probability Distribution, Business Communication, Business Psychology, Collaboration, Communication, Conflict Management, Leadership Development, Operations Management, People Management, Performance Management, Professional Development, Correlation And Dependence, Marketing, Product Management, Product Strategy, Sales, Differential Equations, Change Management, Planning",4.6,8000
Marketing Mix Implementation,IE Business School,"Marketing, Product Strategy, Strategy, Customer Analysis, Market Analysis, Retail Sales, Strategy and Operations, Brand Management, Leadership and Management, Customer Relationship Management, Product Management, Sales, Business Development, Communication, Market Research, Marketing Management, Retail Store Operations, Supply Chain and Logistics, Advertising, Business Analysis, Business Psychology, Cost Accounting, Design and Product, Media Strategy & Planning, Critical Thinking, Finance, Marketing Psychology, Public Relations",4.7,6000
Music Production,Berklee,"Creativity, Planning",4.8,9000
Sports Performance Analytics,University of Michigan,"Data Analysis, Python Programming, Statistical Analysis, General Statistics, Probability & Statistics, Statistical Programming, Regression, Exploratory Data Analysis, Statistical Tests, Basic Descriptive Statistics, Correlation And Dependence, Computer Programming, Machine Learning Algorithms",4.5,216
Marketing Analytics,University of Virginia,"Business Analysis, Data Analysis, Market Analysis, Marketing, Brand Management, Customer Analysis, Customer Relationship Management, Strategy, Digital Marketing, Marketing Management, Regression",4.7,3000
Google UX Design (DE),Google,"Design and Product, User Experience Design, User Experience",4.5,43
Introduction to Finance: The Basics,University of Illinois at Urbana-Champaign,"Accounting, Finance, Financial Analysis, Financial Management, Cash Management, Financial Accounting, Leadership and Management, Accounts Payable and Receivable, Investment Management, Management Accounting",4.7,330
Clinical Terminology for International and U.S. Students,University of Pittsburgh,Communication,4.8,3000
Web Applications for Everybody,University of Michigan,"Database Design, Databases, HTML and CSS, Javascript, SQL, Web Development",4.7,9000
Child Nutrition and Cooking,Stanford University,,4.8,10000
IELTS Preparation,"University of California, Irvine","Strategy, Writing",4.6,6000
School Health for Children and Adolescents,University of Colorado System,Leadership and Management,4.8,3000
Statistics with Python,University of Michigan,"General Statistics, Probability & Statistics, Statistical Analysis, Data Analysis, Statistical Tests, Basic Descriptive Statistics, Probability Distribution, Python Programming, Statistical Visualization, Statistical Programming, Mathematics, Plot (Graphics), Regression, Correlation And Dependence, Data Visualization, Exploratory Data Analysis, Computer Programming, Data Model, Bayesian Statistics",4.6,2000
Managerial Accounting Fundamentals,University of Virginia,"Accounting, Cost Accounting, Leadership and Management, Management Accounting, Account Management, Financial Accounting, Budget Management, General Accounting, Critical Thinking, Finance",4.8,737
Good with Words: Writing and Editing,University of Michigan,"Writing, Communication, Leadership and Management, Professional Development, Critical Thinking, Creativity, Planning, Resilience",4.7,3000
Animal Behaviour and Welfare,The University of Edinburgh,,4.8,5000
Convolutional Neural Networks in TensorFlow,DeepLearning.AI,"Machine Learning, Deep Learning, Machine Learning Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Human Learning, Tensorflow, Python Programming, Machine Learning Software",4.7,8000
Moral Foundations of Politics,Yale University,Critical Thinking,4.9,6000
International Women's Health and Human Rights,Stanford University,,4.9,5000
"Introduction to Web Development with HTML, CSS, JavaScript",IBM,"Web Development, Cloud Applications, Javascript",4.6,9000
Ãtudier en France: French Intermediate course B1-B2,Ãcole Polytechnique,"Communication, Culture, Writing",4.8,7000
Introduction to Philosophy,The University of Edinburgh,,4.7,1000
Renewable Energy,University of Colorado Boulder,"Strategy and Operations, Leadership and Management, Planning, Systems Design, Project Management, Operations Management, Critical Thinking, Market Research, Operational Analysis, Strategy, Supply Chain and Logistics, Feature Engineering, General Statistics, Innovation, Operating Systems, Research and Design, Benefits, Change Management, Problem Solving, Product Strategy, Application Development, Finance, Financial Management, Organizational Development, Technical Product Management",4.8,797
"Hotel Management: Distribution, Revenue and Demand Management",ESSEC Business School,"Business Analysis, Leadership and Management, Strategy and Operations, Market Analysis, Marketing, Strategy, Business Process Management, Forecasting, Media Strategy & Planning, Operations Management, Performance Management",4.6,2000
Music Business,Berklee,"Critical Thinking, Creativity, Regulations and Compliance, Strategy, Decision Making, Problem Solving, Process Analysis, Communication, Leadership and Management, Brand Management, Entrepreneurship, Planning, Writing, Business Analysis, Conflict Management, Strategy and Operations, Marketing, Innovation",4.8,3000
Exploratory Data Analysis for Machine Learning,IBM,"Data Analysis, Exploratory Data Analysis, Machine Learning, Statistical Machine Learning, Feature Engineering, General Statistics, Probability & Statistics, Statistical Analysis, Computational Thinking, Data Structures",4.6,6000
Social Media Management,Meta,"Brand Management, Digital Marketing, Marketing, Media Strategy & Planning, Social Media, Strategy and Operations, Advertising, Creativity, Leadership and Management, Planning",4.9,7000
Equine Welfare and Management,"University of California, Davis",,4.9,353
Healthcare IT Support,Johns Hopkins University,"Critical Thinking, Problem Solving, Communication, Customer Support",4.7,1000
Fundamentos de la gestiÃ³n de proyectos,Google,"Leadership and Management, Organizational Development, Planning, Project Management, Strategy, Strategy and Operations, Change Management, Communication, Adaptability, Business Communication",4.9,7000
Addiction Treatment: Clinical Skills for Healthcare Providers,Yale University,,4.8,7000
"GIS, Mapping, and Spatial Analysis",University of Toronto,"ArcGIS, Data Analysis, Data Visualization, Geovisualization, Spatial Analysis, Spatial Data Analysis, GIS Software, Data Analysis Software, Data Visualization Software, Data Management, Databases, Statistical Analysis, Visualization (Computer Graphics), Mergers & Acquisitions",4.8,7000
Global Diplomacy â Diplomacy in the Modern World,University of London,"Critical Thinking, Negotiation",4.7,7000
The Art of Visual Storytelling,University of Colorado Boulder,Storytelling,4.6,62
Removing Barriers to Change,University of Pennsylvania,"Business Psychology, Change Management, Leadership and Management, Problem Solving, Strategy, Behavioral Economics, Influencing, Marketing, Organizational Development, Strategy and Operations",4.9,400
Advanced Embedded Linux Development,University of Colorado Boulder,"Computer Programming, Operating Systems, System Software, Linux, System Programming, Agile Software Development",4.1,62
AI Strategy and Governance,University of Pennsylvania,"Machine Learning, Data Analysis, Applied Machine Learning, Business Transformation, Decision Making, Human Learning, Machine Learning Algorithms, Regulations and Compliance, Strategy",4.8,117
.NET FullStack Developer,Board Infinity,"Computer Programming, Javascript, React (web framework)",4.1,116
Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,Health,4.8,2000
Java FullStack Developer,Board Infinity,"Algorithms, Computer Programming, Java Programming, Javascript, Web Development",4.3,141
Natural Language Processing with Probabilistic Models,DeepLearning.AI,"Machine Learning, Natural Language Processing, Python Programming, Statistical Programming, Statistical Machine Learning",4.7,7000
Healthcare Law,University of Pennsylvania,"Regulations and Compliance, Leadership and Management, Innovation, Strategy, System Security, Critical Thinking, Data Management, Risk Management, Strategy and Operations, Research and Design",4.7,435
Impact Measurement & Management for the SDGs,Duke University,"Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Business Psychology, Organizational Development, Business Process Management, Finance",4.8,523
Data Management for Clinical Research,Vanderbilt University,"Clinical Data Management, Data Management, Data Structures, Planning, Critical Thinking, Database Administration",4.7,6000
The Science of Well-Being for Teens,Yale University,,4.9,445
Marketing Strategy,IE Business School,"Marketing, Market Analysis, Strategy, Marketing Management, Market Research, Product Marketing, Brand Management, Customer Analysis, Media Strategy & Planning, Product Strategy, Strategy and Operations, People Analysis, Decision Making, Research and Design, B2B Sales, Process Analysis, Risk Management, Data Analysis, Planning, Communication",4.5,8000
Go Beyond the Numbers: Translate Data into Insights,Google,"Data Analysis, Data Visualization, Exploratory Data Analysis, Python Programming, Tableau Software",4.8,456
"Introduction to Biology: Ecology, Evolution, & Biodiversity",Rice University,,4.9,104
Generative AI for Executives and Business Leaders,IBM,,,0
Understanding Clinical Research: Behind the Statistics,University of Cape Town,"Basic Descriptive Statistics, Data Analysis, General Statistics, Probability & Statistics, Statistical Tests, Critical Thinking, Biostatistics, Statistical Visualization",4.8,3000
Construction Project Management,Columbia University,"Project Management, Strategy and Operations, Leadership and Management, Operations Management, Change Management, Entrepreneurship, Planning, Supply Chain and Logistics",4.8,5000
Customer Analytics,University of Pennsylvania,"Basic Descriptive Statistics, Business Analysis, Customer Analysis, Data Analysis, Data Model, Exploratory Data Analysis, Market Analysis, Market Research, Marketing, Strategy",4.6,12000
Introduction to Spreadsheets and Models,University of Pennsylvania,"Data Analysis, Forecasting, General Statistics, Microsoft Excel, Spreadsheet Software, Statistical Analysis, Basic Descriptive Statistics, Business Analysis, Statistical Tests, Finance, Computer Programming",4.2,8000
Artificial Intelligence: an Overview,Politecnico di Milano,"Machine Learning, Leadership and Management, Algorithms, Machine Learning Algorithms, Human Computer Interaction, Human Learning, Regulations and Compliance, Reinforcement Learning, Computational Thinking, Critical Thinking, Strategy, Planning",4.5,224
Google Data Analytics (DE),Google,"Design and Product, Data Analysis, Software Engineering, Microsoft Excel, Business Analysis, Computer Programming, SQL",4.5,31
International Humanitarian Law in Theory and Practice,Universiteit Leiden,,4.8,7000
C# Programming for Unity Game Development,University of Colorado System,"Computer Programming, Programming Principles, Problem Solving, Software Engineering, C Programming Language Family, Computer Programming Tools, Critical Thinking, Leadership and Management, Mathematics, Data Structures",4.6,6000
Autodesk CAD/CAM/CAE for Mechanical Engineering,Autodesk,,4.8,8000
Finance for Technical Managers,University of Colorado Boulder,"Finance, Financial Analysis, Accounting, Investment Management, Cost Accounting, Leadership and Management, Financial Accounting, Financial Management, Strategy and Operations",4.7,113
Palliative Care Always,Stanford University,"Communication, Planning, Leadership and Management",4.6,92
Google Cloud Fundamentals: Core Infrastructure,Google Cloud,"Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Google App Engine, Google Cloud Platform, Kubernetes",4.7,48000
Introduction to DevOps,IBM,"DevOps, Continuous Delivery, Continuous Integration, Software Engineering",4.8,4000
Introduction to Python Programming,University of Pennsylvania,"Python Programming, Computer Programming, Programming Principles, Computational Logic, Computational Thinking, Computer Programming Tools, Critical Thinking, Problem Solving, Data Structures",4.5,1000
Professional Skills for the Workplace,"University of California, Davis","Leadership and Management, Communication, Emotional Intelligence, Professional Development, Collaboration, Problem Solving, Critical Thinking, People Development, Business Psychology, Strategy and Operations, Adaptability, People Analysis, Strategy, Resilience, Entrepreneurship, Planning",4.7,6000
IBM AI Enterprise Workflow,IBM,"Machine Learning, Data Analysis, Exploratory Data Analysis, Human Learning, Data Visualization, Algorithms, Dimensionality Reduction, Feature Engineering, Natural Language Processing, Python Programming, Business Process Management, Data Management, Data Structures, Statistical Programming, Strategy and Operations, Apache, Artificial Neural Networks, Extract, Transform, Load, Data Science, Docker (Software)",4.3,261
Vivre avec le TDAH Ã  travers les Ã¢ges,University of Geneva,,4.9,102
Mathematics for Machine Learning: Linear Algebra,Imperial College London,"Algebra, Linear Algebra, Mathematics, Python Programming, Computer Programming, Machine Learning Algorithms, Problem Solving, Algorithms, Applied Machine Learning, Machine Learning",4.7,12000
GoodwillÂ® Career Coach and Navigator,Goodwill Industries International,"Leadership and Management, Critical Thinking, Customer Relationship Management, Customer Success, Human Learning, People Management, Problem Solving, Professional Development, Recruitment",4.7,155
"Food Sustainability, Mindful Eating, and Healthy Cooking",Stanford University,,4.8,453
Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",,4.7,501
AI Applications in People Management,University of Pennsylvania,"Leadership and Management, Machine Learning, People Management, Algorithms, Applied Machine Learning, Human Resources, Machine Learning Algorithms, People Analysis, Decision Making",4.7,124
Hands-on Introduction to Linux Commands and Shell Scripting,IBM,Linux,4.7,1000
Learn English: Beginning Grammar,"University of California, Irvine","Writing, Communication",4.9,3000
Executive Data Science,Johns Hopkins University,"Data Analysis, Exploratory Data Analysis, Probability & Statistics, Data Management, Critical Thinking, General Statistics, Leadership and Management, Data Model, Decision Making, Experiment, Statistical Analysis, Data Analysis Software, Machine Learning, Statistical Visualization, Correlation And Dependence, Data Visualization, Machine Learning Algorithms, Strategy and Operations, Human Resources, Talent Management, Communication, Human Learning, Organizational Development, People Management",4.5,11000
Game Design: Art and Concepts,California Institute of the Arts,"Creativity, Storytelling, Writing",4.7,9000
Learn English: Intermediate Grammar,"University of California, Irvine","Writing, Communication",4.8,2000
Developing AI Applications with Python and Flask,IBM,"Application Development, Computer Programming, Python Programming",4.3,593
An Introduction to American Law,University of Pennsylvania,,4.8,7000
Business Strategies for A Better World,University of Pennsylvania,"Strategy, Critical Thinking, Strategy and Operations, Leadership and Management, Decision Making, Business Analysis, Business Development, Entrepreneurship, People Development, Business Psychology, Business Transformation, Data Analysis, Organizational Development, People Analysis, Problem Solving, Business Process Management, General Statistics, Geostatistics, Planning, Human Learning, Regulations and Compliance, Econometrics, Finance, Operations Management, Statistical Analysis",4.7,7000
Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,"DevOps, Software Engineering, Strategy and Operations, Decision Making, Leadership and Management, Operational Analysis, Performance Management, User Experience, Problem Solving, Operations Management",4.5,875
Developing APIs with Google Cloud's Apigee API Platform,Google Cloud,"Google Cloud Platform, Cloud API, Cloud Computing, Computer Programming, Computer Programming Tools, Software Engineering, Cloud Applications, Software Architecture, Software Engineering Tools, Leadership and Management",4.7,8000
Introduction to Clinical Data,Stanford University,"Data Analysis, Data Mining",4.7,284
"Aspectos bÃ¡sicos: Datos, datos, en todas partes",Google,"Data Analysis, Databases, Business Analysis, Data Management, Exploratory Data Analysis, Process Analysis, Data Analysis Software, SQL, Spreadsheet Software, Strategy, Microsoft Excel",4.8,9000
Data Science: Statistics and Machine Learning,Johns Hopkins University,"R Programming, Data Analysis, Statistical Analysis, Statistical Programming, Probability & Statistics, Statistical Machine Learning, General Statistics, Machine Learning Algorithms, Human Learning, Machine Learning, Problem Solving, Statistical Tests, Regression, Computer Programming, Algorithms, Applied Machine Learning, Correlation And Dependence, Data Model, Estimation, Probability Distribution, Machine Learning Software, Mathematics, Natural Language Processing, Basic Descriptive Statistics, Exploratory Data Analysis, Computer Graphics, Data Visualization, Interactive Data Visualization, Interactive Design, Product Development, Web Development",4.4,1000
Navigating Generative AI: A CEO Playbook,Coursera,,4.7,32
"Extract, Transform and Load Data in Power BI",Microsoft,"Data Analysis, Data Mining, Extract, Transform, Load, Power BI",4.5,304
Dynamic Public Speaking,University of Washington,"Communication, Critical Thinking, Public Relations, Strategy, Business Communication, Decision Making, Human Learning, Leadership and Management, People Analysis, People Development, Planning, Problem Solving, Professional Development, Process Analysis, Storytelling, Emotional Intelligence, Writing, Influencing, Organizational Development, Creativity, Leadership Development, Interactive Data Visualization, Adaptability",4.7,4000
Business Statistics and Analysis,Rice University,"Probability & Statistics, Statistical Analysis, Business Analysis, General Statistics, Data Analysis, Spreadsheet Software, Basic Descriptive Statistics, Microsoft Excel, Statistical Tests, Probability Distribution, Business Intelligence, Data Analysis Software, Regression, Data Management, Critical Thinking, Data Visualization, Plot (Graphics), Statistical Visualization, Problem Solving",4.7,12000
Human Anatomy and Medical Terminology Fundamentals,MedCerts,,4.7,73
Build Basic Generative Adversarial Networks (GANs),DeepLearning.AI,"Artificial Neural Networks, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Python Programming, Statistical Programming, Deep Learning",4.7,9000
Introduction to Forensic Science,"Nanyang Technological University, Singapore",Critical Thinking,4.9,3000
Introduction to Engineering Mechanics,Georgia Institute of Technology,,4.8,8000
Design Thinking,University of Virginia,"Leadership and Management, Innovation, Problem Solving, Strategy, Strategy and Operations, Research and Design, Communication, User Experience, Critical Thinking, Human Learning",4.6,95
Introduction to Project Management,IBM,"Leadership and Management, Project Management",4.8,613
Health Informatics,Johns Hopkins University,"Leadership and Management, Data Analysis, Data Management, Clinical Data Management, Decision Making, Systems Design, Data Model, Data Structures, Databases, User Experience, Change Management, Human Computer Interaction, Machine Learning, Big Data, Data Analysis Software, Database Design, Database Theory, Project Management, Data Science, Health",4.4,762
Functional Programming in Scala,Ãcole Polytechnique FÃ©dÃ©rale de Lausanne,"Computer Programming, Programming Principles, Scala Programming, Theoretical Computer Science, Computational Thinking, Critical Thinking, Data Structures, Big Data, Algorithms, Apache, SQL",4.7,11000
Fundamentals of Computing,Rice University,"Computer Programming, Python Programming, Programming Principles, Mathematics, Algorithms, Computational Logic, Computational Thinking, Computer Programming Tools, Critical Thinking, Problem Solving, Theoretical Computer Science, Visualization (Computer Graphics), Computer Graphics, Data Structures, Graph Theory, Probability & Statistics, Combinatorics",4.8,4000
Core 1: Hardware and Network Troubleshooting,IBM,,4.5,25
Trading Strategies in Emerging Markets,Indian School of Business,"Finance, Investment Management, Financial Analysis, Securities Trading, Accounting, Algorithms, Strategy, Financial Accounting, Market Analysis, Business Analysis, Statistical Analysis, Strategy and Operations, Account Management, Accounts Payable and Receivable, Behavioral Economics, General Accounting, Performance Management, Cash Management, Correlation And Dependence, Critical Thinking",4.2,6000
Extended Reality for Everybody,University of Michigan,"Human Computer Interaction, Virtual Reality, Computer Graphics, Interactive Design, User Experience, User Experience Design, Design and Product, Research and Design, Application Development, Product Development, Computer Programming, Product Design, Visual Design",4.7,465
Rust Programming,Duke University,"Computer Programming, DevOps, Machine Learning, Python Programming, Software Testing, System Programming",4.2,45
PostgreSQL for Everybody,University of Michigan,"SQL, Databases, Database Design, PostgreSQL, Database Application, Data Management, Database Theory, Data Structures, Python Programming, Data Architecture, NoSQL, Data Model, Natural Language Processing",4.7,1000
Introduction to Electronics,Georgia Institute of Technology,Problem Solving,4.7,5000
Version Control,Meta,"Collaboration, Linux, Software Engineering, Software Engineering Tools, Web Development",4.6,9000
Dino 101: Dinosaur Paleobiology,University of Alberta,,4.9,4000
Software Testing and Automation,University of Minnesota,"Software Testing, Software Engineering, Computer Programming, Java Programming, Mobile Development Tools, Web Development, Problem Solving, Data Analysis Software, Programming Principles, System Software, Android Development, HTML and CSS, Mobile Development, Other Web Frameworks, Planning, Web Development Tools, iOS Development",4.3,814
Google IT Support,Google,"Leadership and Management, Business Analysis, Design and Product, Strategy, Strategy and Operations, Decision Making, Data Analysis, Cloud Computing, Databases, Network Security, Data Management, Security Software, Communication, Computer Networking, Critical Thinking, Business Development, Planning, Operating Systems, Linux, Problem Solving, System Software",4.5,222
Programming in C++: A Hands-on Introduction,Codio,"Computer Programming, Computer Science, Problem Solving",4.6,1000
Social Psychology,Wesleyan University,,4.7,7000
A life with ADHD,University of Geneva,,,0
Google IT Support (Deutsch),Google,"Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Security, Operating Systems, System Security, Security Engineering, Theoretical Computer Science, Software Security, Communication, Computer Architecture, Strategy and Operations, Cloud Computing, Linux",4.7,191
Creative Thinking: Techniques and Tools for Success,Imperial College London,"Creativity, Problem Solving, Collaboration, Communication",4.7,1000
Professionalism in Allied Health,MedCerts,"Communication, Leadership and Management",4.8,206
Fundamentos del marketing digital y comercio electrÃ³nico,Google,"E-Commerce, Marketing, Strategy",4.8,4000
From Excel to Power BI,Knowledge Accelerators,"Data Analysis, Data Model, Data Visualization, Microsoft Excel, Power BI",4.4,321
Business English Communication Skills,University of Washington,"Business Communication, Communication, Leadership and Management, Planning, Negotiation, Writing, People Management, Professional Development, Business Intelligence, Strategy, Business Development, Decision Making, Organizational Development, Project Management, Public Relations, People Analysis, Customer Relationship Management, Basic Descriptive Statistics, Data Analysis, Human Resources, Visualization (Computer Graphics), Data Visualization, Probability & Statistics, Regulations and Compliance",4.8,4000
RÃ©ussir le Changement,ESSEC Business School,"Change Management, Leadership and Management, Project Management, Strategy, Communication, Strategy and Operations, Organizational Development, People Management, Business Transformation, Performance Management",4.5,9000
Electronic Music Production,Berklee,,4.8,2000
Learn to Program: The Fundamentals,University of Toronto,"Computer Programming, Python Programming, Computational Logic, Problem Solving, Programming Principles, Computer Programming Tools, Critical Thinking, Computational Thinking, Algorithms, Mathematics",4.7,4000
Introduction to Business,"University of California, Irvine","Marketing, Strategy and Operations, Accounting, Digital Marketing, Entrepreneurship, Finance, Financial Management, Leadership and Management, Financial Accounting, Financial Analysis, General Accounting, People Management, Planning, Sales, Strategy, Supply Chain and Logistics, Search Engine Optimization, Storytelling",4.7,272
Marine Biology,American Museum of Natural History,,4.8,140
Pre-MBA Statistics,IIMA - IIM Ahmedabad,"Data Analysis, Data Science, General Statistics",4.5,170
Diversity and inclusion in the workplace,ESSEC Business School,"Human Resources, Leadership and Management, Organizational Development, Change Management, Critical Thinking, Employee Relations, People Analysis, Professional Development, Talent Management, Business Psychology, Training",4.7,918
Satisfaction Guaranteed: Develop Customer Loyalty Online,Google,"Digital Marketing, Marketing, Sales, E-Commerce, Social Media",4.8,7000
Entrepreneurship 1: Developing the Opportunity,University of Pennsylvania,"Entrepreneurship, Planning, Strategy, Business Analysis, Business Design, Critical Thinking, Innovation, Market Research, Product Strategy, User Research",4.8,2000
Using Python to Interact with the Operating System,Google,"Computer Programming, Python Programming",4.7,6000
Getting Started with Git and GitHub,IBM,"Collaboration, Leadership and Management, Mergers & Acquisitions, Software Engineering, Software Engineering Tools",4.6,849
